Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Adam, V., Havlík, J.","35232458300;24477234000;","Parameterization of the tremor signal from accelerometers in multiple sclerosis",2021,"International Conference on Applied Electronics","2021-September",,,"","",,,"10.23919/AE51540.2021.9542904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116484954&doi=10.23919%2fAE51540.2021.9542904&partnerID=40&md5=7e96db2c6e5991cbe14cfbb21f8a8b97",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85116484954
[No author name available],[No author id available],"2021 26th International Conference on Applied Electronics, AE 2021",2021,"International Conference on Applied Electronics","2021-September",,,"","",200,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116473290&partnerID=40&md5=9b2fef68a98b91f58a2c1d0ac538fb73",Conference Review,"Final","",Scopus,2-s2.0-85116473290
"van der Walt, A., Butzkueven, H., Shin, R.K., Midaglia, L., Capezzuto, L., Lindemann, M., Davies, G., Butler, L.M., Costantino, C., Montalban, X.","35079672200;57201788612;7006277218;48662674900;57270306400;7005073689;57270776000;57208029384;57223360202;7007177960;","Developing a digital solution for remote assessment in multiple sclerosis: From concept to software as a medical device",2021,"Brain Sciences","11","9","1247","","",,3,"10.3390/brainsci11091247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115654465&doi=10.3390%2fbrainsci11091247&partnerID=40&md5=1ce1e531e534aab6dd5ec99866d98e33",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115654465
"Mäcken, J., Wiegand, M., Müller, M., Krawinkel, A., Linnebank, M.","57204111257;57219857927;57270614800;57270939900;55676565500;","A mobile app for measuring real time fatigue in patients with multiple sclerosis: Introducing the fimo health app",2021,"Brain Sciences","11","9","1235","","",,3,"10.3390/brainsci11091235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115623555&doi=10.3390%2fbrainsci11091235&partnerID=40&md5=ece3f29101be38ff30274235f9aa6151",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115623555
"Barrios, L., Oldrati, P., Hilty, M., Lindlbauer, D., Holz, C., Lutterotti, A.","57201315554;57201325347;57219112033;55841358000;56070704000;7801326016;","Smartphone-Based Tapping Frequency as a Surrogate for Perceived Fatigue. An in-the-Wild Feasibility Study in Multiple Sclerosis Patients",2021,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies","5","3","3478098","","",,2,"10.1145/3478098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115123069&doi=10.1145%2f3478098&partnerID=40&md5=0713409645fb3f5e12922ff1fda506c9",Article,"Final","",Scopus,2-s2.0-85115123069
"Stavropoulos, T.G., Meditskos, G., Lazarou, I., Mpaltadoros, L., Papagiannopoulos, S., Tsolaki, M., Kompatsiaris, I.","36609030500;14035720700;57188568223;57216851044;6506281505;57210241729;7004756014;","Detection of health-related events and behaviours from wearable sensor lifestyle data using symbolic intelligence: a proof-of-concept application in the care of multiple sclerosis",2021,"Sensors","21","18","6230","","",,2,"10.3390/s21186230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115060979&doi=10.3390%2fs21186230&partnerID=40&md5=bc9249e858d89ed7510ac5eff7199221",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115060979
"van Gelder, L.M.A., Angelini, L., Buckley, E.E., Mazzà, C.","57241383000;57212514865;57194452409;7006089519;","A proposal for a linear calculation of gait asymmetry",2021,"Symmetry","13","9","1560","","",,1,"10.3390/sym13091560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114021582&doi=10.3390%2fsym13091560&partnerID=40&md5=e3cdf09d668eac65e4c765057b9ce6ab",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85114021582
"Warmerdam, E., Romijnders, R., Geritz, J., Elshehabi, M., Maetzler, C., Otto, J.C., Reimer, M., Stuerner, K., Baron, R., Paschen, S., Beyer, T., Dopcke, D., Eiken, T., Ortmann, H., Peters, F., von der Recke, F., Riesen, M., Rohwedder, G., Schaade, A., Schumacher, M., Sondermann, A., Maetzler, W., Hansen, C.","57203006155;57211818042;57194028070;23987367100;37034459800;57208232370;56318674100;56469574600;7202712820;54904034200;57238389600;57222077159;57239089400;57238389700;57238568600;57238914000;57237863700;57238568700;57239089500;57197075599;57237863800;57206457563;55604204900;","Proposed mobility assessments with simultaneous full-body inertial measurement units and optical motion capture in healthy adults and neurological patients for future validation studies: Study protocol",2021,"Sensors","21","17","5833","","",,9,"10.3390/s21175833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113905067&doi=10.3390%2fs21175833&partnerID=40&md5=e616d2a989f5ecbaa050e0b06a6f8dc1",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85113905067
"Weed, L., Little, C., Kasser, S.L., McGinnis, R.S.","57237501500;57237782400;6508223589;37077700000;","A preliminary investigation of the effects of obstacle negotiation and turning on gait variability in adults with multiple sclerosis",2021,"Sensors","21","17","5806","","",,3,"10.3390/s21175806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113723238&doi=10.3390%2fs21175806&partnerID=40&md5=9a71ea42473941b17b3590826c40d2fc",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85113723238
"Barros, D., Borges-Machado, F., Andrade da Silva, W., Nascimento, A., Carvalho, J., Bohn, L.","57215595570;57205296894;57226087110;57215596584;24316112400;57194191158;","Different subjective and objective measures and cut-points of physical activity in frailty phenotype screening: A need for standardization?",2021,"Archives of Gerontology and Geriatrics","96",,"104479","","",,1,"10.1016/j.archger.2021.104479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110320398&doi=10.1016%2fj.archger.2021.104479&partnerID=40&md5=d38f66bb35627bae586aea73e0daefc7",Article,"Final","",Scopus,2-s2.0-85110320398
"Cohen, M., Bresch, S., Thommel Rocchi, O., Morain, E., Benoit, J., Levraut, M., Fakir, S., Landes, C., Lebrun-Frénay, C.","35847506200;56520076500;57225922282;57225981454;57225945028;57201281874;57219439601;57219436547;57217110407;","Should we still only rely on EDSS to evaluate disability in multiple sclerosis patients? A study of inter and intra rater reliability",2021,"Multiple Sclerosis and Related Disorders","54",,"103144","","",,5,"10.1016/j.msard.2021.103144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109807049&doi=10.1016%2fj.msard.2021.103144&partnerID=40&md5=29d6211b8c0230a6c60784aba87f41ab",Article,"Final","",Scopus,2-s2.0-85109807049
"Guerrero, J.M., Aguirre, F.S., Mota, M.L., Carrillo, A.","57205222713;57205226903;57196234731;56013698800;","Advances for the Development of In Vitro Immunosensors for Multiple Sclerosis Diagnosis",2021,"Biochip Journal","15","3",,"205","215",,4,"10.1007/s13206-021-00018-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101577728&doi=10.1007%2fs13206-021-00018-z&partnerID=40&md5=6feb658ff366961acc2b6b64febd5e72",Review,"Final","",Scopus,2-s2.0-85101577728
"Stephens, S., Berenbaum, T., Finlayson, M., Motl, R.W., Yeh, E.A.","22837143700;57193860777;7005342078;7004580855;57202783371;","Youth with multiple sclerosis have low levels of fitness",2021,"Multiple Sclerosis Journal","27","10",,"1597","1605",,5,"10.1177/1352458520974360","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096825179&doi=10.1177%2f1352458520974360&partnerID=40&md5=3b0b6a1d7ba046758f112fd23f8dcd3e",Article,"Final","",Scopus,2-s2.0-85096825179
"Lam, K.H., Meijer, K.A., Loonstra, F.C., Coerver, E.M.E., Twose, J., Redeman, E., Moraal, B., Barkhof, F., de Groot, V., Uitdehaag, B.M.J., Killestein, J.","57202955852;56583871500;57209567513;57223362887;57220109301;57226647057;24067235400;7102989379;6701620344;7006076844;7004423164;","Real-world keystroke dynamics are a potentially valid biomarker for clinical disability in multiple sclerosis",2021,"Multiple Sclerosis Journal","27","9",,"1421","1431",,15,"10.1177/1352458520968797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112188752&doi=10.1177%2f1352458520968797&partnerID=40&md5=f6e166951a2bef15a330895e61591f28",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85112188752
"Cederberg, K.L.J., Walters, A.S., Amara, A.W., Braley, T.J., Schuetz, M.L., Mathison, B.G., Motl, R.W.","57201820421;7102383802;57206160340;18633412200;57225099491;57225090944;7004580855;","Validity and reliability of the suggested immobilization test for measurement of restless legs syndrome severity in adults with multiple sclerosis",2021,"Sleep Medicine","84",,,"343","351",,3,"10.1016/j.sleep.2021.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109133827&doi=10.1016%2fj.sleep.2021.06.005&partnerID=40&md5=6f8a12394ce1b6b3954a7139d1ba893f",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85109133827
"Pau, M., Leban, B., Deidda, M., Porta, M., Coghe, G., Cattaneo, D., Cocco, E.","7005060268;24537612000;57222897996;57193933193;26532400700;7003782543;7004171007;","Use of wrist-worn accelerometers to quantify bilateral upper limb activity and asymmetry under free-living conditions in people with multiple sclerosis",2021,"Multiple Sclerosis and Related Disorders","53",,"103081","","",,3,"10.1016/j.msard.2021.103081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108367177&doi=10.1016%2fj.msard.2021.103081&partnerID=40&md5=666b42483b4be9104c09ecc2eda2ac7b",Article,"Final","",Scopus,2-s2.0-85108367177
"Di Giovanni, R., Solaro, C., Grange, E., Masuccio, F.G., Brichetto, G., Mueller, M., Tacchino, A.","57204240264;7004460718;57214153102;23768182800;6506371342;54389529600;16246150800;","A comparison of upper limb function in subjects with multiple sclerosis and healthy controls using an inertial measurement unit",2021,"Multiple Sclerosis and Related Disorders","53",,"103036","","",,,"10.1016/j.msard.2021.103036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106613122&doi=10.1016%2fj.msard.2021.103036&partnerID=40&md5=c02f8a4b8958c484bdcf70069b2133a2",Article,"Final","",Scopus,2-s2.0-85106613122
"Lu, H., Wu, P.-F., Li, R.-Z., Zhang, W., Huang, G.-X.","57226049663;57195574044;57212496450;57217042027;57190574624;","Relationships between accelerometer-measured and multiple sclerosis: a 2-sample Mendelian randomization study",2021,"Neurological Sciences","42","8",,"3337","3341",,2,"10.1007/s10072-020-04953-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099106604&doi=10.1007%2fs10072-020-04953-x&partnerID=40&md5=fcc84d1285acda7eb614a61e2206ddb1",Article,"Final","",Scopus,2-s2.0-85099106604
"Fernández-Vázquez, D., Cano-De-la-cuerda, R., Gor-García-fogeda, M.D., Molina-Rueda, F.","55364365600;18633636500;56108060700;26531507400;","Wearable robotic gait training in persons with multiple sclerosis: A satisfaction study",2021,"Sensors","21","14","4940","","",,1,"10.3390/s21144940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110553097&doi=10.3390%2fs21144940&partnerID=40&md5=1c4800146d4fc2c3bfeebbc79b98935d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85110553097
"Gromisch, E.S., Turner, A.P., Haselkorn, J.K., Lo, A.C., Agresta, T.","55445432600;57397541300;7003307968;7102780652;12806542300;","Mobile health (mHealth) usage, barriers, and technological considerations in persons with multiple sclerosis: A literature review",2021,"JAMIA Open","4","3","ooaa067","","",,5,"10.1093/jamiaopen/ooaa067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122036124&doi=10.1093%2fjamiaopen%2fooaa067&partnerID=40&md5=f760f5227d6b08bd26c2b6412b0fc7b1",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85122036124
"Allum, J.H.J., Rust, H.M., Lutz, N., Schouenborg, C., Fischer-Barnicol, B., Haller, V., Derfuss, T., Kuhle, J., Yaldizli, Ö.","7005812615;57189461884;57201649217;57222669013;55816387200;57204171812;6602736963;8937520800;24460802000;","Characteristics of improvements in balance control using vibro-tactile biofeedback of trunk sway for multiple sclerosis patients",2021,"Journal of the Neurological Sciences","425",,"117432","","",,1,"10.1016/j.jns.2021.117432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103734017&doi=10.1016%2fj.jns.2021.117432&partnerID=40&md5=55ba1eae56eb2b3b2e9d583e16e9e702",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85103734017
"Herath, H.M.C.M.B., Nishshanka, N.M.P.M., Madhumali, P.V.N.U., Gunawardena, S.","57352253200;57352253300;57351505400;57226952200;","Voice Control System for Upper Limb Rehabilitation Robots using Machine Learning",2021,"7th IEEE World Forum on Internet of Things, WF-IoT 2021",,,,"729","734",,,"10.1109/WF-IoT51360.2021.9595827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119829198&doi=10.1109%2fWF-IoT51360.2021.9595827&partnerID=40&md5=32e27cce83aa18448bfdbc70f496f4fa",Conference Paper,"Final","",Scopus,2-s2.0-85119829198
"Sagawa, Y., Watelain, E., Moulin, T., Decavel, P.","55582757300;6602468506;36728904500;23049491600;","Physical activity during weekdays and weekends in persons with multiple sclerosis",2021,"Sensors","21","11","3617","","",,5,"10.3390/s21113617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106017441&doi=10.3390%2fs21113617&partnerID=40&md5=52dabca7a0672aa327bfe7d2de70aa38",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85106017441
"Abou, L., Wong, E., Peters, J., Dossou, M.S., Sosnoff, J.J., Rice, L.A.","57197707642;57222981771;57201499983;57222994454;6506857510;55551856600;","Smartphone applications to assess gait and postural control in people with multiple sclerosis: A systematic review",2021,"Multiple Sclerosis and Related Disorders","51",,"102943","","",,8,"10.1016/j.msard.2021.102943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104354414&doi=10.1016%2fj.msard.2021.102943&partnerID=40&md5=93060bfb8c20cd9ce6150daede92f56d",Review,"Final","",Scopus,2-s2.0-85104354414
"Mosquera-Lopez, C., Wan, E., Shastry, M., Folsom, J., Leitschuh, J., Condon, J., Rajhbeharrysingh, U., Hildebrand, A., Cameron, M., Jacobs, P.G.","55814148300;7004344408;36011172900;57038629300;57190606607;7101643143;35100931200;57203040047;24398151800;26321653200;","Automated Detection of Real-World Falls: Modeled from People with Multiple Sclerosis",2021,"IEEE Journal of Biomedical and Health Informatics","25","6","9272845","1975","1984",,7,"10.1109/JBHI.2020.3041035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097423548&doi=10.1109%2fJBHI.2020.3041035&partnerID=40&md5=dcec7aca8217258179723283610bb18e",Article,"Final","",Scopus,2-s2.0-85097423548
"Meyer, B.M., Tulipani, L.J., Gurchiek, R.D., Allen, D.A., Adamowicz, L., Larie, D., Solomon, A.J., Cheney, N., McGinnis, R.S.","57210898550;57200934947;57189988573;57223391637;57211940764;57217425805;36115140000;55838037900;37077700000;","Wearables and Deep Learning Classify Fall Risk from Gait in Multiple Sclerosis",2021,"IEEE Journal of Biomedical and Health Informatics","25","5","9200632","1824","1831",,21,"10.1109/JBHI.2020.3025049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105817062&doi=10.1109%2fJBHI.2020.3025049&partnerID=40&md5=8b826187a4d321876e699635a6c275db",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85105817062
"Altmann, P., Hinterberger, W., Leutmezer, F., Ponleitner, M., Monschein, T., Zrzavy, T., Zulehner, G., Kornek, B., Lanzenberger, R., Berek, K., Rommer, P.S., Berger, T., Bsteh, G.","53363241300;57223307895;6604028817;57219923966;57219001695;55762130100;25643851500;6602773799;6507161719;7004072766;26431605100;7202632707;55629675900;","The smartphone app hamster for tracking patient-reported outcomes in people with multiple sclerosis: Protocol for a pilot study",2021,"JMIR Research Protocols","10","5","e25011","","",,2,"10.2196/25011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105433998&doi=10.2196%2f25011&partnerID=40&md5=5cef725a7ae2d5971b85f0a9df41f43a",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85105433998
"Golan, D., Sagiv, S., Glass-Marmor, L., Miller, A.","24779624200;57222266198;8063443900;57191203403;","Mobile-phone-based e-diary derived patient reported outcomes: Association with clinical disease activity, psychological status and quality of life of patients with multiple sclerosis",2021,"PLoS ONE","16","5 May","e0250647","","",,2,"10.1371/journal.pone.0250647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105329712&doi=10.1371%2fjournal.pone.0250647&partnerID=40&md5=f832a1cd9f512df3824ee66558e9e8de",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105329712
"Delahaye, C., Chaves, D., Congnard, F., Noury-Desvaux, B., de Müllenheim, P.-Y.","57223182182;57223189491;55860969600;15056682800;55981383300;","Measuring outdoor walking capacities using global positioning system in people with multiple sclerosis: Clinical and methodological insights from an exploratory study",2021,"Sensors","21","9","3189","","",,2,"10.3390/s21093189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105147248&doi=10.3390%2fs21093189&partnerID=40&md5=5e69b0e930564207e9c18e250f488f5f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105147248
"Bonavita, S., Lavorgna, L., Worton, H., Russell, S., Jack, D.","6701421361;8580671800;57193309657;57223615026;55991449800;","Family Planning Decision Making in People With Multiple Sclerosis",2021,"Frontiers in Neurology","12",,"620772","","",,6,"10.3389/fneur.2021.620772","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105930398&doi=10.3389%2ffneur.2021.620772&partnerID=40&md5=2c0bc141d7ac32ea0f0d5d75f15a4a1d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105930398
"Nagasubramony, A., Player, R.F., Westling, C.E.I., Galvin, K., Witchel, H.J.","57223131938;57218392206;55633241100;57204369478;6701510625;","Using wearable inertial sensors to detect different strategies for the sit-to-stand transition in multiple sclerosis",2021,"ACM International Conference Proceeding Series",,,"3452862","","",,,"10.1145/3452853.3452862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104988259&doi=10.1145%2f3452853.3452862&partnerID=40&md5=89bdda95beba15a3a636d8fa91beae4f",Conference Paper,"Final","",Scopus,2-s2.0-85104988259
[No author name available],[No author id available],"ECCE 2021 - Proceedings of the 32nd European Conference on Cognitive Ergonomics: Designing Virtual and Physical Interactive Systems",2021,"ACM International Conference Proceeding Series",,,,"","",243,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104973257&partnerID=40&md5=948112ea78f15fd3c51c818e4704b106",Conference Review,"Final","",Scopus,2-s2.0-85104973257
"Mo, J., Priefer, R.","57226743110;6506565141;","Medical Devices for Tremor Suppression: Current Status and Future Directions",2021,"Biosensors","11","4","99","","",,7,"10.3390/bios11040099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103920148&doi=10.3390%2fbios11040099&partnerID=40&md5=1d4dcd8ac74d335b4f91f5ac96787523",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85103920148
"Jahren, S.E., Aakvaag, N., Strisland, F., Vogl, A., Liberale, A., Liverud, A.E.","56098441100;57199348685;6602587908;56232910600;57913521800;55367848300;","Towards human motion tracking enhanced by semi-continuous ultrasonic time-of-flight measurements",2021,"Sensors","21","7","2259","","",,5,"10.3390/s21072259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102891357&doi=10.3390%2fs21072259&partnerID=40&md5=4460dccc8d0730d7c0cabd4d8bd73a0c",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85102891357
"Vernerová, A., Kujovská Krčmová, L., Melichar, B., Švec, F.","57208319997;57220644815;7007031571;7102234472;","Non-invasive determination of uric acid in human saliva in the diagnosis of serious disorders",2021,"Clinical Chemistry and Laboratory Medicine","59","5",,"797","812",,12,"10.1515/cclm-2020-1533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097513577&doi=10.1515%2fcclm-2020-1533&partnerID=40&md5=99b3bff24017642b361eb8f8af980df4",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097513577
"Schwab, P., Karlen, W.","57201496830;14035874600;","A Deep Learning Approach to Diagnosing Multiple Sclerosis from Smartphone Data",2021,"IEEE Journal of Biomedical and Health Informatics","25","4","9184949","1284","1291",,10,"10.1109/JBHI.2020.3021143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094583798&doi=10.1109%2fJBHI.2020.3021143&partnerID=40&md5=0e674907d14f2a4b333e0d95c761275a",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85094583798
"Cohen, M., Mondot, L., Fakir, S., Landes, C., Lebrun, C.","35847506200;22958316200;57219439601;57219436547;57217185123;","Digital biomarkers can highlight subtle clinical differences in radiologically isolated syndrome compared to healthy controls",2021,"Journal of Neurology","268","4",,"1316","1322",,1,"10.1007/s00415-020-10276-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092728260&doi=10.1007%2fs00415-020-10276-w&partnerID=40&md5=c63e6e487bd2412a8cec4f9a825fc42b",Article,"Final","",Scopus,2-s2.0-85092728260
"Pau, M., Porta, M., Coghe, G., Cocco, E.","7005060268;57193933193;26532400700;7004171007;","What gait features influence the amount and intensity of physical activity in people with multiple sclerosis?",2021,"Medicine","100","9",,"e24931","",,4,"10.1097/MD.0000000000024931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102443058&doi=10.1097%2fMD.0000000000024931&partnerID=40&md5=2f33ceb2fabeaec495865733102f6d7d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85102443058
"Abbadessa, G., Lavorgna, L., Miele, G., Mignone, A., Signoriello, E., Lus, G., Clerico, M., Sparaco, M., Bonavita, S.","57203246086;8580671800;57201135822;57241869300;56469571000;6602849093;57194623505;57190283101;6701421361;","Assessment of multiple sclerosis disability progression using a wearable biosensor: A pilot study",2021,"Journal of Clinical Medicine","10","6","1160","1","8",,14,"10.3390/jcm10061160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108081192&doi=10.3390%2fjcm10061160&partnerID=40&md5=bfca761d27a8a6098ba78554915deb71",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108081192
"Creagh, A.P., Simillion, C., Bourke, A.K., Scotland, A., Lipsmeier, F., Bernasconi, C., Van Beek, J., Baker, M., Gossens, C., Lindemann, M., De Vos, M.","57195574606;6506507002;12344845400;57195630269;26029878300;35572654700;57198184964;57210888547;57210882489;7005073689;15834083300;","Smartphone-and Smartwatch-Based Remote Characterisation of Ambulation in Multiple Sclerosis during the Two-Minute Walk Test",2021,"IEEE Journal of Biomedical and Health Informatics","25","3","9103259","838","849",,17,"10.1109/JBHI.2020.2998187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102260131&doi=10.1109%2fJBHI.2020.2998187&partnerID=40&md5=9e4cc9036463fa0cbfb23e5353e851f1",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85102260131
"Monschein, T., Leutmezer, F., Altmann, P.","57219001695;6604028817;53363241300;","The Use of Wearable Devices in Multiple Sclerosis [Anwendung von Wearables bei Multipler Sklerose]",2021,"Klinische Neurophysiologie","52","1",,"39","43",,1,"10.1055/a-1351-8552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101625342&doi=10.1055%2fa-1351-8552&partnerID=40&md5=de657ddbc7736512207c080ba67aaae4",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85101625342
"Wee, S.K., Ho, C.Y., Tan, S.L., Ong, C.H.","35119629900;57219005432;57219010250;55893063800;","Enhancing quality of life in progressive multiple sclerosis with powered robotic exoskeleton",2021,"Multiple Sclerosis Journal","27","3",,"483","487",,4,"10.1177/1352458520943080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091001253&doi=10.1177%2f1352458520943080&partnerID=40&md5=9558148137f66431150264eaf38f2cd6",Article,"Final","",Scopus,2-s2.0-85091001253
"Can Demirdöğen, B.","56114161500;","A literature review of biosensors for multiple sclerosis: Towards personalized medicine and point-of-care testing",2021,"Multiple Sclerosis and Related Disorders","48",,"102675","","",,5,"10.1016/j.msard.2020.102675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097771316&doi=10.1016%2fj.msard.2020.102675&partnerID=40&md5=419a60cd35e1bafa55acd7f354982662",Review,"Final","",Scopus,2-s2.0-85097771316
"Hsieh, K.L., Sosnoff, J.J.","57195425005;6506857510;","Smartphone accelerometry to assess postural control in individuals with multiple sclerosis",2021,"Gait and Posture","84",,,"114","119",,9,"10.1016/j.gaitpost.2020.11.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097463487&doi=10.1016%2fj.gaitpost.2020.11.011&partnerID=40&md5=01b3825feeb4916a8ffbc486ef05dfe9",Article,"Final","",Scopus,2-s2.0-85097463487
"Cheng, W.-Y., Bourke, A.K., Lipsmeier, F., Bernasconi, C., Belachew, S., Gossens, C., Graves, J.S., Montalban, X., Lindemann, M.","57195632571;12344845400;26029878300;35572654700;6603818257;57210882489;57224556735;7007177960;7005073689;","U-turn speed is a valid and reliable smartphone-based measure of multiple sclerosis-related gait and balance impairment",2021,"Gait and Posture","84",,,"120","126",,13,"10.1016/j.gaitpost.2020.11.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097461660&doi=10.1016%2fj.gaitpost.2020.11.025&partnerID=40&md5=7d874790ff774b07ab8a47a6469243ed",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85097461660
"Shah, V.V., McNames, J., Harker, G., Curtze, C., Carlson-Kuhta, P., Spain, R.I., El-Gohary, M., Mancini, M., Horak, F.B.","56202420700;7004220307;57203576041;26633473600;6507069866;26028107600;16175043200;14123848900;7102345593;","Does gait bout definition influence the ability to discriminate gait quality between people with and without multiple sclerosis during daily life?",2021,"Gait and Posture","84",,,"108","113",,5,"10.1016/j.gaitpost.2020.11.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097458414&doi=10.1016%2fj.gaitpost.2020.11.024&partnerID=40&md5=fb79949509c9907da3ef17956098ca3e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85097458414
"Wong, E.C., Pasquesi, L., Steenerson, K.K., Sharon, J.D.","57209656303;56705493200;57194326883;55940374300;","A Broader View of Video Head Impulse Tests - Reframing Windows",2021,"JAMA Otolaryngology - Head and Neck Surgery","147","2",,"215","218",,,"10.1001/jamaoto.2020.4135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097405410&doi=10.1001%2fjamaoto.2020.4135&partnerID=40&md5=01c71851eec60c273a06197378eb364d",Letter,"Final","",Scopus,2-s2.0-85097405410
"Agostini, M., Amato, F., Vieri, M.L., Greco, G., Tonazzini, I., Baroncelli, L., Caleo, M., Vannini, E., Santi, M., Signore, G., Cecchini, M.","56497617200;57219856017;57219858838;57188657669;24451255600;16400524400;6603589444;54387638800;57191575354;55578104700;13806284100;","Glial-fibrillary-acidic-protein (GFAP) biomarker detection in serum-matrix: Functionalization strategies and detection by an ultra-high-frequency surface-acoustic-wave (UHF-SAW) lab-on-chip.",2021,"Biosensors and Bioelectronics","172",,"112774","","",,21,"10.1016/j.bios.2020.112774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095743577&doi=10.1016%2fj.bios.2020.112774&partnerID=40&md5=fe2505e1174a2ecb35aff75ac76d4847",Article,"Final","",Scopus,2-s2.0-85095743577
"Raykarmakar, K., Harrison, S., Das, A.","57742282100;57742252100;57742308300;","MIoT: Paralyzed Patient Healthcare",2021,"Medical Internet of Things: Techniques, Practices and Applications",,,,"161","173",,,"10.1201/9780429318078-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131981530&doi=10.1201%2f9780429318078-11&partnerID=40&md5=a5b94dc832961905df8cf4beca359afc",Book Chapter,"Final","",Scopus,2-s2.0-85131981530
