"","Author Names","Title","Source title","Publication Year","Abstract","Publication Type","DOI","Open URL Link","database"
"4421","F. Rahimi","An accelerometer-based objective assessment of spasticity: A simple pendulum model to evaluate outcome measures","27th National and 5th International Iranian Conference of Biomedical Engineering, ICBME 2020",2020,NA,"Conference Paper","10.1109/ICBME51989.2020.9319417","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100655667&origin=inward","Scopus"
"71","Mohana M., Priyadharshini S., Sowmiya N., Pavithra Devi G.","An IoT based automated communication system for paralyzed patients using simple hand gestures","European Journal of Molecular and Clinical Medicine",2020,"Paralysis is the inability to move muscles on their own. This is caused as a result of damage in the nervous system therefore the message passing between the brain and the muscles is not proper. Paralysis can be caused due to various reasons like diseases like Parkinsons disease, multiple sclerosis, Guillian Barre Syndrome, stroke, etc. It is also caused by accidents which results in the spinal cord injury or broken necks damaging the nervous system. Our proposed system is to help the paralyzed patient to convey the basic requirements and emergency messages by just moving the finger to display the required message in order for the patient to be motivated as much as possible. It also consists of a buzzer to alert the attender when a message is displayed.","Article",NA,"http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=25158260&id=doi:&atitle=An+IoT+based+automated+communication+system+for+paralyzed+patients+using+simple+hand+gestures&stitle=Eur.+J.+Mol.+Clin.+Med.&title=European+Journal+of+Molecular+and+Clinical+Medicine&volume=7&issue=4&spage=2681&epage=2686&aulast=Mohana&aufirst=M.&auinit=M.&aufull=Mohana+M.&coden=&isbn=&pages=2681-2686&date=2020&auinit1=M&auinitm=","Embase"
"4561","M. Mohana","An IoT based automated communication system for paralyzed patients using simple hand gestures","European Journal of Molecular and Clinical Medicine",2020,NA,"Article",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097078726&origin=inward","Scopus"
"134","Berriozabalgoitia R., Sanz B., Fraile-Bermúdez A.B., Otxoa E., Yeregui I., Bidaurrazaga-Letona I., Duñabeitia I., Antigüedad A., Domercq M., Irazusta J., Rodriguez-Larrad A.","An overground robotic gait training program for people with multiple sclerosis: A protocol for a randomized clinical trial","Frontiers in Medicine",2020,"Maintaining the ability to walk is one of the significant challenges in people with multiple sclerosis (MS) for keeping a good quality of life as the disease and the aging process progresses. Overground robotic (OR) wearable exoskeletons are promising tools for gait rehabilitation, but currently there is no evidence of their clinical effects on patients with MS. The present study aims to determine the effects of an OR intervention in people with MS and moderate to severe walking disabilities and ascertain if benefits are maintained over a follow-up period of 3 months. This randomized controlled trial will include 36 participants with MS. Inclusion criteria are: Older than 18 years, definitive diagnosis of MS, 4.5-7 points on the EDSS (Expanded Disability Status Scale), and needing one or two canes or crutches for walking outdoors. Subjects in the control group will receive conventional physiotherapy sessions at ADEMBI (Asociación de Esclerosis Múltiple de Bizkaia) provided to control spasticity, maintain articular range and exercise balance. Subjects in the intervention group will receive the same physiotherapy but also participate in a progressive OR gait training program assisted by the EksoTM exoskeleton. The program consists of twice a week individually supervised sessions in two setting modalities: PreGait and ProStepPlus. The training parameters (duration, speed, cadence, length of steps) will be set during the first session and the progression and intensity of the intervention will be adapted to the tolerance of each participant. The primary outcome of this study is gait speed. Secondary outcomes will include physical and cognitive performance tests, clinical, fatigue and quality of life assessments, and changes in the plasma levels of inflammatory cytokines. The present trial is the first analyzing the effectiveness of an OR intervention for gait training in patients with MS. It will help clarify the applicability of robotic technologies to clinical practice, extending the functionality and quality of life of people with MS to face a successful aging process. (ACTRN12619000014156; https://anzctr.org.au/Trial/Registration/TrialReview.aspx?id= 376548).","Article","10.3389/FMED.2020.00238","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=2296858X&id=doi:10.3389%2Ffmed.2020.00238&atitle=An+overground+robotic+gait+training+program+for+people+with+multiple+sclerosis%3A+A+protocol+for+a+randomized+clinical+trial&stitle=Front.+Med.&title=Frontiers+in+Medicine&volume=7&issue=&spage=&epage=&aulast=Berriozabalgoitia&aufirst=Rakel&auinit=R.&aufull=Berriozabalgoitia+R.&coden=&isbn=&pages=-&date=2020&auinit1=R&auinitm=","Embase"
"4411","G. Shovkoplias","Application of automaton model to support rehabilitation of motor skills of patients","Proceedings of the 12th IADIS International Conference e-Health 2020, EH 2020 - Part of the 14th Multi Conference on Computer Science and Information Systems, MCCSIS 2020",2020,NA,"Conference Paper",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101067994&origin=inward","Scopus"
"141","Mosquera-Lopez C., Wan E., Shastry M., Folsom J., Leitschuh J., Condon J., Rajhbeharrysingh U., Hildebrand A., Cameron M.H., Jacobs P.G.","Automated Detection of Real-World Falls: Modeled from People with Multiple Sclerosis","IEEE Journal of Biomedical and Health Informatics",2020,"Falls are a major health problem with one in three people over the age of 65 falling each year, oftentimes causing hip fractures, disability, reduced mobility, hospitalization and death. A major limitation in fall detection algorithm development is an absence of real-world falls data. Fall detection algorithms are typically trained on simulated fall data that contain a well-balanced number of examples of falls and activities of daily living. However, real-world falls occur infrequently, making them difficult to capture and causing severe data imbalance. People with multiple sclerosis (MS) fall frequently, and their risk of falling increases with disease progression. Because of their high fall incidence, people with MS provide an ideal model for studying falls. This paper describes the development of a context-aware fall detection system based on inertial sensors and time of flight sensors that is robust to imbalance, which is trained and evaluated on real-world falls in people with MS. The algorithm uses an auto-encoder that detects fall candidates using reconstruction error of accelerometer signals followed by a hyper-ensemble of balanced random forests trained using both acceleration and movement features. On a clinical dataset obtained from 25 people with MS monitored over eight weeks during free-living conditions, 54 falls were observed and our system achieved a sensitivity of 92.14%, and false-positive rate of 0.65 false alarms per day.","Article in Press","10.1109/JBHI.2020.3041035","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=21682208&id=doi:10.1109%2FJBHI.2020.3041035&atitle=Automated+Detection+of+Real-World+Falls%3A+Modeled+from+People+with+Multiple+Sclerosis&stitle=IEEE+J.+Biomedical+Health+Informat.&title=IEEE+Journal+of+Biomedical+and+Health+Informatics&volume=&issue=&spage=&epage=&aulast=Mosquera-Lopez&aufirst=Clara&auinit=C.&aufull=Mosquera-Lopez+C.&coden=ITIBF&isbn=&pages=-&date=2020&auinit1=C&auinitm=","Embase"
"4641","K. Daunoraviciene","Biomechanical markers of impaired motor coordination","15th International Conference Mechatronic Systems and Materials, MSM 2020",2020,NA,"Conference Paper","10.1109/MSM49833.2020.9201642","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094193187&origin=inward","Scopus"
"106","Graves J.S., Montalban X.","Biosensors to monitor MS activity","Multiple Sclerosis Journal",2020,"Advances in wearable and wireless biosensing technology pave the way for a brave new world of novel multiple sclerosis (MS) outcome measures. Our current tools for examining patients date back to the 19th century and while invaluable to the neurologist invite accompaniment from these new technologies and artificial intelligence (AI) analytical methods. While the most common biosensor tool used in MS publications to date is the accelerometer, the landscape is changing quickly with multi-sensor applications, electrodermal sensors, and wireless radiofrequency waves. Some caution is warranted to ensure novel outcomes have clear clinical relevance and stand-up to the rigors of reliability, reproducibility, and precision, but the ultimate implementation of biosensing in the MS clinical setting is inevitable.","Article","10.1177/1352458519888178","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458519888178&atitle=Biosensors+to+monitor+MS+activity&stitle=Mult.+Scler.+J.&title=Multiple+Sclerosis+Journal&volume=26&issue=5&spage=605&epage=608&aulast=Graves&aufirst=Jennifer+S&auinit=J.S.&aufull=Graves+J.S.&coden=&isbn=&pages=605-608&date=2020&auinit1=J&auinitm=S","Embase"
"36","Cohen M., Fakir S., Mondot L., Landes C., Lebrun-Frenay C.","Can digital biomarkers acquired on a smarphone distinguish healthy controls from radiologically isolated syndrome subjects?","Multiple Sclerosis Journal",2020,"Background: Radiologically isolated syndrome (RIS) is defined by the incidental finding of MRI lesions suggestive of multiple sclerosis in subjects with a normal neurological examination. Some studies suggested that the use of wearables could unveil infra-clinical differences between RIS subjects and healthy controls (HC). Objectives: To demonstrate that digital biomarkers collected by a smartphone application can distinguish healthy controls (HC) from subjects with radiologically isolated syndrome (RIS). Methods: We created a mobile app called MS Screen Test (MSST) that contains: - Finger tapping speed test: during this task, we measure the mean tapping speed for the dominant hand and the non dominant hand - Level test: the subject is asked to tilt the phone to move a ball inside a target, then maintain it inside the target for 10 seconds. We measure the required time to bring the ball to the target, then the proportion of time during which the ball is maintained inside the target - Low contrast vision (LCV) test: letters with varying contrast randomly appearing on the screen. The subject has to tap on the screen each time a letter is seen. The number of good answers is collected - Cognition test: letters or digits randomly appear on the screen. The subject has to tap on the screen only if a letter is seen. The mean tap latency in milliseconds is collected as well as bad answers A cohort of HC and RIS subjects were evaluated to compare performances on MSST. Results: 60 HC and 16 RIS subjects were prospectively included (F/M 3.15, mean age 41.6 yrs) Compared to HC, RIS subjects had a lower tapping speed on both dominant (5.6 Hz vs 6.5 Hz, p=0.001) and non dominant hand (5.1 Hz vs 5.6 Hz, p=0.04), fewer detected letters on the LCV test (10 vs 13, p=0.001) and a higher latency of response on the cognitive test (731 MS vs 599 ms, p<0.0001). On the level test, the time during which the ball was maintained is the target was shorter for RIS subjects (3 sec vs 4.9 sec, p=0.05). Conclusions: Our study confirms that digital biomarkers collected by a smartphone can unveil differences between HC and subjects at a presymptomatic stage of MS. It would be relevant to evaluate whether those biomarkers could predict the risk of conversion to multiple sclerosis, as well as to evaluate their potential predictive value in early diagnosed MS patients.","Conference Abstract","10.1177/1352458520974937","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458520974937&atitle=Can+digital+biomarkers+acquired+on+a+smarphone+distinguish+healthy+controls+from+radiologically+isolated+syndrome+subjects%3F&stitle=Mult.+Scler.+J.&title=Multiple+Sclerosis+Journal&volume=26&issue=3+SUPPL&spage=134&epage=&aulast=Cohen&aufirst=M.&auinit=M.&aufull=Cohen+M.&coden=&isbn=&pages=134-&date=2020&auinit1=M&auinitm=","Embase"
"137","Cohen M., Fakir S., Mondot L., Landes C., Lebrun-Frenay C.","Can digital biomarkers acquired on a smarphone distinguish healthy controls from radiologically isolated syndrome subjects?","Neurology",2020,"Objective: To demonstrate that digital biomarkers collected by a smartphone application can distinguish healthy controls (HC) from subjects with radiologically isolated syndrome (RIS). Background: RIS is defined by the incidental finding of MRI lesions suggestive of multiple sclerosis in subjects with a normal neurological examination. Some studies suggested that the use of wearables could unveil infra-clinical differences between RIS subjects and HC. Design/Methods: We created a mobile app called MS Screen Test (MSST) that contains: Finger tapping speed test Level test: the subject is asked to tilt the phone to move a ball inside a target, then maintain it inside the target for 10 seconds Low contrast vision (LCV) test: letters with varying contrast randomly appearing on the screen. The subject has to tap on the screen each time a letter is seen. Cognition test: letters or digits randomly appear on the screen. The subject has to tap on the screen only if a letter is seen. A cohort of HC and RIS subjects were evaluated to compare performances on MSST. Results: 60 HC and 16 RIS subjects were prospectively included (F/M 3.15, mean age 41.6 yrs) Compared to HC, RIS subjects had a lower tapping speed on both dominant (5.6 Hz vs 6.5 Hz, p=0.001) and non dominant hand (5.1 Hz vs 5.6 Hz, p=0.04), fewer detected letters on the LCV test (10 vs 13, p=0.001) and a higher latency of response on the cognitive test (731 ms vs 599 ms, p<0.0001). On the level test, the time during which the ball was maintained is the target was shorter for RIS subjects (3 sec vs 4.9 sec, p=0.05). Conclusions: Our study confirms that digital biomarkers collected by a smartphone can unveil differences between HC and subjects at a presymptomatic stage of MS.","Conference Abstract",NA,"http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=1526632X&id=doi:&atitle=Can+digital+biomarkers+acquired+on+a+smarphone+distinguish+healthy+controls+from+radiologically+isolated+syndrome+subjects%3F&stitle=Neurology&title=Neurology&volume=94&issue=15&spage=&epage=&aulast=Cohen&aufirst=Mikael&auinit=M.&aufull=Cohen+M.&coden=&isbn=&pages=-&date=2020&auinit1=M&auinitm=","Embase"
"3581","G. Gera","Cerebellar White Matter Damage Is Associated With Postural Sway Deficits in People With Multiple Sclerosis","Archives of Physical Medicine and Rehabilitation",2020,NA,"Article","10.1016/J.APMR.2019.07.011","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073216412&origin=inward","Scopus"
"31","Niewrzol P., Wylie G., Yue G., Deluca J., Androwis G.","Changes in mobility and brain connectivity following over-ground robotic exoskeleton rehabilitation in persons with MS","Multiple Sclerosis Journal",2020,"Background: Multiple Sclerosis (MS) has an estimated prevalence of 337-362 per 100,000 people[1] and is characterized as an autoimmune disease that causes axonal degradation, leading to mobility and cognitive impairments. While physical rehabilitation has been identified as one of the best methods for restoring function in MS[2], it can be challenging to implement in individuals with severe impaired mobility. One approach is the use of a novel assistive device such as a wearable Robotic exoskeletons (RE). REs have been increasingly used to provide gait rehabilitation for persons with mobility disorders (e.g. spinal cord injury and stroke) [3-7], and more recently for persons with MS[8, 9]. The current study examines potential improvements in mobility, cognitive processing speed, as well as resting-state (RS) functional connectivity of the brain in persons with MS through the use of RE. Objectives: To determine if gait training using RE improves mobility, cognition, and brain RS functional connectivity in persons with MS. Methods: Four persons with relapsing-remitting MS (RRMS) participated in this randomized pilot prospective study. Two MS patients received eight 1-hour RE training sessions (Ekso-GT, Ekso Bionics, Berkley, CA, USA) administered by a licensed physical therapist; the other two participants received eight 1-hour Conventional Gait Therapy (CGT) sessions. The 8-seesion interventions occurred over a four week period (2 sessions/ week). The Six Minute Walk Test (6MWT), Symbol Digit Modalities Test (SDMT), and RS functional MRI (fMRI) of the brain, acquired using a Siemens Skyra 3 Tesla MRI scanner were assessed at baseline and after the 4-week intervention. A seed-based RS functional connectivity analysis approach was used, with seeds placed in the motor and ventromedial prefrontal cortices (vmPFC). Results: The RE group improved by 21% in walking distance in the 6MWT while the CGT group showed essentially no change (a 2% decrease in the distance). The RE group also showed improvements in SDMT performance (Z(RE) = 0.95; Z(CGT) = - 0.78), as well as improvements in functional connectivity in the motor cortex (Z(RE) = 0.8; Z(CGT) = - 0.08) and in the vmPFC (Z(RE) = 0.8; Z(CGT) = -0.003). Conclusions: Improvements in mobility, cognitive processing speed, and resting state functional connectivity in the motor cortex and in the vmPFC were observed for participants in the RE gait training group but not in the CGT group. These pilot results suggest that gait training using RE can be an effective therapy for improving walking ability, cognitive function, and brain connectivity in resting-state networks in persons with MS. Data analysis of a larger sample is underway to confirm the findings.","Conference Abstract","10.1177/1352458520974938","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458520974938&atitle=Changes+in+mobility+and+brain+connectivity+following+over-ground+robotic+exoskeleton+rehabilitation+in+persons+with+MS&stitle=Mult.+Scler.+J.&title=Multiple+Sclerosis+Journal&volume=26&issue=3+SUPPL&spage=74&epage=&aulast=Niewrzol&aufirst=P.&auinit=P.&aufull=Niewrzol+P.&coden=&isbn=&pages=74-&date=2020&auinit1=P&auinitm=","Embase"
"4231","K.K.V. Mate","Clinically assessed walking capacity versus real-world walking performance in people with multiple sclerosis","International Journal of MS Care",2020,NA,"Article","10.7224/1537-2073.2019-047","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085206461&origin=inward","Scopus"
"871","Carmona-Perez, C; Garrido-Castro, JL; Vidal, FT; Alcaraz-Clariana, S; Garcia-Luque, L; Alburquerque-Sendin, F; Priscila Rodrigues-de-Souza, D","Concurrent Validity and Reliability of an Inertial Measurement Unit for the Assessment of Craniocervical Range of Motion in Subjects with Cerebral Palsy","DIAGNOSTICS",2020,"Objective: This study aimed to determine the validity and reliability of Inertial Measurement Units (IMUs) for the assessment of craniocervical range of motion (ROM) in patients with cerebral palsy (CP). Methods: twenty-three subjects with CP and 23 controls, aged between 4 and 14 years, were evaluated on two occasions, separated by 3 to 5 days. An IMU and a Cervical Range of Motion device (CROM) were used to assess craniocervical ROM in the three spatial planes. Validity was assessed by comparing IMU and CROM data using the Pearson correlation coefficient, the paired t-test and Bland-Altman plots. Intra-day and inter-day relative reliability were determined using the Intraclass Correlation Coefficient (ICC). The Standard Error of Measurement (SEM) and the Minimum Detectable Change at a 90% confidence level (MDC90) were obtained for absolute reliability. Results: High correlations were detected between methods in both groups on the sagittal and frontal planes (r > 0.9), although this was reduced in the case of the transverse plane. Bland-Altman plots indicated bias below 5 degrees, although for the range of cervical rotation in the CP group, this was 8.2 degrees. The distance between the limits of agreement was over 23.5 degrees in both groups, except for the range of flexion-extension in the control group. ICCs were higher than 0.8 for both comparisons and groups, except for inter-day comparisons of rotational range in the CP group. Absolute reliability showed high variability, with most SEM below 8.5 degrees, although with worse inter-day results, mainly in CP subjects, with the MDC90 of rotational range achieving more than 20 degrees. Conclusions: IMU application is highly correlated with CROM for the assessment of craniocervical movement in CP and healthy subjects; however, both methods are not interchangeable. The IMU error of measurement can be considered clinically acceptable; however, caution should be taken when this is used as a reference measure for interventions.","Article","10.3390/DIAGNOSTICS10020080","WOS:000519541300015","WoS"
"73","Maetzler W., Yarnall A., Neatrour I., Nieuwboer A., Caulfield B., Mirelman A., Schlenstedt C., Hansen C., Gaßner H., Jackson M., Kluge F., Berg D., Hausdorff J., Klucken J., Granovsky L., Emmert K., Roubenoff R., Becker C., Rochester L.","Connecting digital mobility outcomes with clinical assessments in disorders such as Parkinson's disease: The mobilise-d study","Movement Disorders",2020,"Objective: To develop an algorithm for the evaluation of real world walking in Parkinson's disease and other disorders, using data obtained from a lower back-worn device. Background: Efforts to mitigate the loss of mobility in Parkinson's disease (PD) are an increasing priority and promising interventions to investigate this aspect are now under investigation. To target mobility loss effectively and to be able to prevent it, validated tools that can detect and measure it in daily life are needed. Digital technologies have the potential for measuring and monitoring digital mobility outcomes in real life, but to date, no robust and well-validated solutions for the assessment of mobility in PD patients are available. Methods: The overarching aims of Mobilise-D (“Connecting digital mobility assessment to clinical outcomes for regulatory and clinical endorsement”) are to: 1) provide a valid solution for real-life digital mobility assessment; 2) validate digital mobility outcomes in predicting clinical outcome in a variety of disease states including PD, chronic obstructive pulmonary disease, multiple sclerosis, and proximal femoral fracture; and 3) obtain regulatory and health stakeholder approval for mobility assessment parameters derived from digital, wearable technology. Results: Mobilise-D is a 50 million Euro project funded by the European Innovative Medicines Initiative 2 Joint Undertaking. It includes 34 partners from leading international universities and some of the world's largest pharmaceutical and technical companies. The project began in April 2019 and will run for five years. The focus will be on assessment of real-world walking speed and related outcomes in 5 chronic disease populations to derive a device-agnostic algorithm that can be used to predict medically relevant clinical outcomes (e.g., falls, hospitalizations, disability, death) from mobility assessment. Additional measures of mobility and disability will be collected. Conclusions: The aim of Mobilise-D is to facilitate drug development and establish a roadmap for the clinical implementation of new, complementary tools to identify, stratify and monitor disability associated with mobility-limiting chronic diseases, including PD, with a focus on realworld walking speed. The ultimate aim is to provide open access to a costeffective, validated assessment of mobility.","Conference Abstract","10.1002/MDS.28268","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=15318257&id=doi:10.1002%2Fmds.28268&atitle=Connecting+digital+mobility+outcomes+with+clinical+assessments+in+disorders+such+as+Parkinson%27s+disease%3A+The+mobilise-d+study&stitle=Mov.+Disord.&title=Movement+Disorders&volume=35&issue=SUPPL+1&spage=S658&epage=&aulast=Maetzler&aufirst=W.&auinit=W.&aufull=Maetzler+W.&coden=&isbn=&pages=S658-&date=2020&auinit1=W&auinitm=","Embase"
"109","Walton M.K., Cappelleri J.C., Byrom B., Goldsack J.C., Eremenco S., Harris D., Potero E., Patel N., Flood E., Daumer M.","Considerations for development of an evidence dossier to support the use of mobile sensor technology for clinical outcome assessments in clinical trials","Contemporary Clinical Trials",2020,"Background: Mobile sensors offer enormous potential for the collection of informative clinical endpoints in clinical trials to support regulatory decision making and product labelling. There are currently no specific guidelines on the information needed to enable regulators to review and accept proposed endpoints derived from mobile sensors for use in drug development trials. Objective: The purpose of this working group report is to recommend the structure and content of an evidence dossier intended to support whether a clinical endpoint derived from mobile sensor data is fit-for-purpose for use in regulatory submissions for drug approvals. Evidence dossier: The structure and content of a dossier to provide evidence supporting the use of a sensor-derived clinical endpoint is described. Sections include clinical endpoint definition and positioning, the concept of interest, the context of use, clinical validation and interpretation, study implementation, and analytical validity with sensor performance verification in support of the selected sensor. Conclusions: In the absence of definitive regulatory guidance, this report provides a considered approach to compiling a comprehensive body of evidence to justify acceptance of mobile sensors for support of new drug applications.","Review","10.1016/J.CCT.2020.105962","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=15592030&id=doi:10.1016%2Fj.cct.2020.105962&atitle=Considerations+for+development+of+an+evidence+dossier+to+support+the+use+of+mobile+sensor+technology+for+clinical+outcome+assessments+in+clinical+trials&stitle=Contemp.+Clin.+Trials&title=Contemporary+Clinical+Trials&volume=91&issue=&spage=&epage=&aulast=Walton&aufirst=M.K.&auinit=M.K.&aufull=Walton+M.K.&coden=&isbn=&pages=-&date=2020&auinit1=M&auinitm=K","Embase"
"1110","Ranavolo, A; Serrao, M; Draicchio, F","Critical Issues and Imminent Challenges in the Use of sEMG in Return-To-Work Rehabilitation of Patients Affected by Neurological Disorders in the Epoch of Human-Robot Collaborative Technologies","FRONTIERS IN NEUROLOGY",2020,"Patients affected by neurological pathologies with motor disorders when they are of working age have to cope with problems related to employability, difficulties in working, and premature work interruption. It has been demonstrated that suitable job accommodation plans play a beneficial role in the overall quality of life of pathological subjects. A well-designed return-to-work program should consider several recent innovations in the clinical and ergonomic fields. One of the instrument-based methods used to monitor the effectiveness of ergonomic interventions is surface electromyography (sEMG), a multi-channel, non-invasive, wireless, wearable tool, which allows in-depth analysis of motor coordination mechanisms. Although the scientific literature in this field is extensive, its use remains significantly underexploited and the state-of-the-art technology lags expectations. This is mainly attributable to technical and methodological (electrode-skin impedance, noise, electrode location, size, configuration and distance, presence of crosstalk signals, comfort issues, selection of appropriate sensor setup, sEMG amplitude normalization, definition of correct sEMG-related outcomes and normative data) and cultural limitations. The technical and methodological problems are being resolved or minimized also thanks to the possibility of using reference books and tutorials. Cultural limitations are identified in the traditional use of qualitative approaches at the expense of quantitative measurement-based monitoring methods to design and assess ergonomic interventions and train operators. To bridge the gap between the return-to-work rehabilitation and other disciplines, several teaching courses, accompanied by further electrodes and instrumentations development, should be designed at all Bachelor, Master and PhD of Science levels to enhance the best skills available among physiotherapists, occupational health and safety technicians and ergonomists.","Article","10.3389/FNEUR.2020.572069","WOS:000604589200001","WoS"
"121","Næss-Schmidt E., Pedersen A., Christiansen D., Andersen N.-B., Brincks J., Grimm B., Nielsen J., Mechlenburg I.","Daily activity and functional performance in people with chronic disease: A cross-sectional study","Cogent Medicine",2020,"The aim of this study was to describe the physical activity profiles, in patients with stroke, Parkinson’s disease, multiple sclerosis and rheumatoid arthritis and to investigate the association between physical activity and functional performance. Physical activity profiles were conducted using tri-axial accelerometers and functional performance was examined by the “Six-Spot Step Test” and the “Timed Up and Go”. Patients daily performed 5896 ± 3176 steps with an average cadence of 88.3 ± 11.1, 368 ± 418 inclined walking steps and 50 ± 16 sit-stand transfers. Daily activity was modestly explained by functional performance. The activity profiles showed a large variance in activity parameters and results suggest that activity parameters and the two functional performance tests are different constructs.","Article","10.1080/2331205X.2020.1713280","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=2331205X&id=doi:10.1080%2F2331205X.2020.1713280&atitle=Daily+activity+and+functional+performance+in+people+with+chronic+disease%3A+A+cross-sectional+study&stitle=Cogent+Med.&title=Cogent+Medicine&volume=7&issue=1&spage=&epage=&aulast=N%C3%A6ss-Schmidt&aufirst=Erhard&auinit=E.&aufull=N%C3%A6ss-Schmidt+E.&coden=&isbn=&pages=-&date=2020&auinit1=E&auinitm=","Embase"
"89","Ziemssen T., Kern R., Voigt I., Haase R.","Data Collection in Multiple Sclerosis: The MSDS Approach","Frontiers in Neurology",2020,"Multiple sclerosis (MS) is a frequent chronic inflammatory disease of the central nervous system that affects patients over decades. As the monitoring and treatment of MS become more personalized and complex, the individual assessment and collection of different parameters ranging from clinical assessments via laboratory and imaging data to patient-reported data become increasingly important for innovative patient management in MS. These aspects predestine electronic data processing for use in MS documentation. Such technologies enable the rapid exchange of health information between patients, practitioners, and caregivers, regardless of time and location. In this perspective paper, we present our digital strategy from Dresden, where we are developing the Multiple Sclerosis Documentation System (MSDS) into an eHealth platform that can be used for multiple purposes. Various use cases are presented that implement this software platform and offer an important perspective for the innovative digital patient management in the future. A holistic patient management of the MS, electronically supported by clinical pathways, will have an important impact on other areas of patient care, such as neurorehabilitation.","Article","10.3389/FNEUR.2020.00445","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=16642295&id=doi:10.3389%2Ffneur.2020.00445&atitle=Data+Collection+in+Multiple+Sclerosis%3A+The+MSDS+Approach&stitle=Front.+Neurol.&title=Frontiers+in+Neurology&volume=11&issue=&spage=&epage=&aulast=Ziemssen&aufirst=Tjalf&auinit=T.&aufull=Ziemssen+T.&coden=&isbn=&pages=-&date=2020&auinit1=T&auinitm=","Embase"
"42","Zabalza A., Guerrero A.I., Buron M., Dalla Costa G., La Porta M.L., Martinis M., Magyari M., Melchert J., Rosselli L., Nos C., Leocani L., Sorensen P.S., Montalban X., Kieseier B., Comi G.","Descriptive study on recruitment effort for a remote monitoring study in multiple sclerosis: Radar study","Multiple Sclerosis Journal",2020,"Background: There is a growing body of literature highlighting the role that wearable and mobile remote monitoring technology (RMT) can play in the assessment of Multiple Sclerosis (MS) and how it could improve clinical care and improve efficiency of research. The Remote Assessment of Disease and Relapse in the Central Nervous System (RADAR-CNS) study is a pan-European consortium aimed to improve the management of different CNS disorders such as MS, Epilepsy or Major Depression using smartphones and wearable devices. Most of the available data are based in small monocentric studies, however the full validation of these digital devices requires multicenter, well designed studies providing information on feasibility and acceptability. Objectives: We aimed to describe the outcomes of the recruitment process in the Multiple Sclerosis (MS) RADAR-CNS disability and fatigue study (D&F). Methods: The study was run in three European centers. Main eligibility criteria for D&F study were patients with relapsing-reminting or secondary progressive MS with an EDSS score between 2.0 and 6.0. Passive and active data were continuously collected through wearables (FitBit) and mobile phones (Android) and compared to the on-site visit every 3 months. The study duration is 2 years. The study sample size was 400 patients. Results: The enrolment of the D&F study extended for a period of 18 months. We identified 4094 potential candidates (min-max 885-1789). At the end of the recruitment period, 678 (16.6%; minmax 0-24.2%) remained in the pre-screening phase. 3416 (minmax 885-1454) patients were assessed for eligibility. Out of those, 2372 (69.4%; min-max 53.3-87.1%) were excluded for not fulfilling the eligibility criteria: 1520 (64.1%; 15.0-87.1%) did not meet the EDSS score, 254 (10.7%; 0.2-49.6%) would not be suitable in the investigators opinion and 598 (25.2%; 3.0-60.3) did not have an Android. Out of the 1044 (30.6%; 12.9-46.7) eligible candidates, 644 (61.7%; 13.8-79.7%) declined to participate. A total of 400 (90-162) patients, 9.8% of the potential candidates, were enrolled into the study. Conclusions: Our study illustrates the primary challenges in recruiting MS patients in RMT studies related to eligibility, both clinical and technological criteria, followed by reasons related to patients preferences. There is variability in the recruitment approach between centers. In future studies, developing technology for all types of phones and more attractive assessment for patients should be considered.","Conference Abstract","10.1177/1352458520974937","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458520974937&atitle=Descriptive+study+on+recruitment+effort+for+a+remote+monitoring+study+in+multiple+sclerosis%3A+Radar+study&stitle=Mult.+Scler.+J.&title=Multiple+Sclerosis+Journal&volume=26&issue=3+SUPPL&spage=146&epage=147&aulast=Zabalza&aufirst=A.&auinit=A.&aufull=Zabalza+A.&coden=&isbn=&pages=146-147&date=2020&auinit1=A&auinitm=","Embase"
"781","Fox, R; Wiendl, H; De Stefano, N; Sellner, J; Muhler, A","Design, Rationale and Baseline Characteristics of the Randomized Double-blind Phase II Clinical Trial of Vidofludimus calcium (IMU-838) in Relapsing-Remitting Multiple Sclerosis","NEUROLOGY",2020,"","Meeting Abstract",NA,"WOS:000536058007215","WoS"
